Teff_key,Prot_key,logRHK_key,BV
5688,19.65,-4.6407,0.654019
5625,25.53,-5.0457,0.67469
5669,20.93,-4.774,0.660229
5265,21.19,-4.9992,0.797443
6057,11.41,-4.7752,0.537361
6446,2.75,-4.5903,0.44
6324,17.6,-4.6081,0.4573
5939,16.0,-4.8771,0.573875
5745,21.81,-4.8339,0.635513
6197,6.71,-4.9999,0.494951
5522,43.26,-4.8466,0.70899
5737,22.81,-5.0071,0.638099
6092,11.23,-4.8881,0.526667
6006,18.26,-5.0182,0.553054
5478,23.51,-5.0115,0.723837
6293,4.39,-4.5517,0.46642
5842,17.88,-4.9266,0.604438
6039,9.04,-4.7898,0.542884
6331,9.1,-4.9751,0.455247
5532,29.42,-4.7411,0.705632
6383,13.05,-4.7742,0.440065
6461,2.26,-4.7424,0.44
5068,8.5,-4.5999,0.86822
6069,7.44,-4.7042,0.533687
6298,5.95,-4.8683,0.464946
5591,20.23,-4.9851,0.685942
5931,22.1,-4.8489,0.576376
6063,9.45,-4.8975,0.535523
6288,5.63,-4.6919,0.467895
5823,6.67,-4.5324,0.610484
6033,13.78,-4.9877,0.544729
5172,22.58,-4.733,0.830519
6175,7.54,-4.7806,0.501551
5615,22.44,-4.9468,0.677992
6420,3.35,-4.8133,0.44
5512,19.39,-4.8066,0.712354
6208,6.87,-4.6526,0.491659
5950,12.79,-4.7661,0.57044
6151,7.49,-4.5991,0.508779
5847,16.98,-4.8538,0.60285
5533,10.82,-4.5896,0.705296
6058,14.79,-5.0239,0.537054
6209,24.02,-4.9846,0.49136
5634,24.16,-5.0263,0.671723
6203,4.95,-4.8115,0.493155
5882,15.3,-4.785,0.591773
5812,18.59,-4.9843,0.613993
5965,13.82,-5.0027,0.565767
6322,5.11,-4.6822,0.457887
6048,9.67,-5.0293,0.540121
5532,24.37,-4.6787,0.705632
6300,5.26,-4.7889,0.464357
6379,6.79,-4.7523,0.441228
5892,14.79,-4.8461,0.588621
6014,12.38,-4.8514,0.550584
5774,19.79,-4.7898,0.626168
5763,16.89,-4.9197,0.629707
6197,2.06,-4.5453,0.494951
6149,8.83,-4.9633,0.509383
5888,18.17,-4.8801,0.589881
5997,15.86,-4.8799,0.555837
6103,9.76,-4.8527,0.523319
6175,6.42,-4.6851,0.501551
5613,20.48,-4.8807,0.678654
5692,33.88,-4.9955,0.652714
5905,13.36,-4.8393,0.58453
6107,11.59,-4.8247,0.522103
6373,4.16,-4.5229,0.442975
5964,19.65,-4.9148,0.566078
5533,18.74,-4.7276,0.705296
5878,18.87,-4.8988,0.593036
6394,4.1,-4.8194,0.44
5457,24.68,-4.7945,0.730966
5946,11.36,-4.8008,0.571688
5756,34.9,-4.8432,0.631962
5178,38.75,-5.122,0.828367
5951,8.91,-4.6521,0.570128
6329,4.52,-4.698,0.455833
6068,9.42,-4.7572,0.533993
5794,24.0,-4.9485,0.61975
6172,8.01,-4.9993,0.502453
6342,4.65,-4.9084,0.452025
6146,7.41,-4.951,0.510288
5759,26.47,-5.1407,0.630995
5053,23.54,-4.8379,0.873721
5893,17.92,-4.8964,0.588306
6221,10.65,-5.0303,0.487777
6108,10.17,-4.9295,0.521799
5384,25.23,-4.9134,0.755961
5705,18.57,-4.924,0.64848
5744,18.34,-4.9664,0.635836
6317,5.42,-4.997,0.459355
5797,30.78,-4.8988,0.618789
5136,36.17,-5.0663,0.843483
5350,20.35,-4.8461,0.767719
6368,5.35,-4.7047,0.444431
5752,35.61,-5.1308,0.633253
6237,6.25,-4.8264,0.48301
6150,8.76,-4.9112,0.509081
5936,11.2,-4.8028,0.574812
5838,14.59,-4.8117,0.605709
6072,10.54,-4.7835,0.53277
5675,9.04,-4.7827,0.658266
5719,19.24,-4.7931,0.643931
5431,13.5,-4.6182,0.73983
5810,27.79,-4.9055,0.614632
5965,9.68,-4.8171,0.565767
5852,17.96,-4.9563,0.601264
5572,28.72,-5.066,0.69226
5927,13.13,-4.9103,0.577629
5602,49.35,-5.0548,0.682294
6482,3.28,-4.6831,0.44
6324,5.38,-4.9034,0.4573
5403,18.57,-4.6344,0.749423
5906,14.96,-5.0351,0.584216
6485,1.85,-4.5651,0.44
6082,18.88,-5.0168,0.529716
5558,19.39,-4.7009,0.696929
5554,21.98,-4.7427,0.698265
6220,7.54,-4.8075,0.488075
6016,19.28,-5.0191,0.549967
5689,25.88,-4.8987,0.653693
6145,5.72,-4.5642,0.51059
5435,19.93,-4.7088,0.738463
5808,7.15,-4.6407,0.615271
6429,2.95,-4.4494,0.44
5476,28.16,-4.8864,0.724515
5782,18.43,-5.0412,0.623598
5767,17.57,-4.6449,0.628419
6153,9.27,-4.961,0.508176
6407,3.58,-4.7531,0.44
6297,9.88,-4.9033,0.465241
5442,21.05,-4.7852,0.736075
6189,6.42,-4.9782,0.497348
5654,14.19,-4.7191,0.665146
6497,3.0,-4.7964,0.44
5931,22.96,-4.9151,0.576376
6434,2.1,-4.774,0.44
5878,14.67,-4.8135,0.593036
6141,20.32,-5.0237,0.511799
5713,26.99,-4.9955,0.645879
5546,19.52,-4.7669,0.700941
5297,11.21,-4.7151,0.786197
5818,21.43,-4.9282,0.612078
6201,7.43,-4.9464,0.493753
6040,13.06,-5.0486,0.542577
5050,7.6,-4.5111,0.874823
5761,23.7,-5.0533,0.630351
6290,9.58,-4.964,0.467305
6007,11.68,-4.9336,0.552745
6156,7.71,-4.7446,0.507271
6180,6.91,-4.9127,0.500049
5612,10.82,-4.5668,0.678984
5989,10.89,-4.6638,0.558315
5930,18.86,-4.9264,0.576689
5642,33.11,-4.8605,0.669089
5564,17.96,-4.9304,0.694927
5508,10.98,-4.6496,0.713701
5537,25.38,-5.01,0.703955
6055,12.52,-4.9758,0.537974
6292,9.67,-4.6308,0.466715
5518,9.43,-4.6979,0.710335
6280,5.72,-4.8486,0.470258
6405,3.77,-4.5993,0.44
5752,19.09,-4.7953,0.633253
5907,21.34,-4.8617,0.583902
5774,19.64,-4.9466,0.626168
5675,19.66,-4.6667,0.658266
5576,24.55,-4.8145,0.690928
6220,6.87,-4.8081,0.488075
6030,13.61,-4.9703,0.545653
6333,5.63,-4.9518,0.45466
5557,21.96,-4.7344,0.697263
5802,20.9,-4.9771,0.617189
6076,12.09,-4.923,0.531548
5937,14.67,-4.7698,0.5745
5882,16.88,-4.7158,0.591773
5981,14.87,-4.637,0.560796
5841,19.58,-4.8631,0.604756
5879,25.66,-4.9544,0.59272
5459,19.93,-4.7311,0.730286
5836,17.09,-4.8277,0.606345
6218,7.26,-4.8465,0.488672
6045,9.22,-4.7098,0.541041
6303,7.5,-4.6537,0.463473
5717,21.51,-4.9082,0.64458
6424,3.33,-4.7124,0.44
6187,48.35,-4.9929,0.497948
6010,7.86,-4.6626,0.551818
5975,13.07,-4.8789,0.562659
5842,15.0,-4.8157,0.604438
5898,18.45,-4.8573,0.586732
5739,32.59,-5.0091,0.637452
6158,8.96,-4.9424,0.506668
5747,22.69,-4.908,0.634867
5951,15.94,-4.8896,0.570128
6240,2.3,-4.5676,0.482117
6432,4.16,-4.7415,0.44
5731,26.29,-4.9418,0.640041
6485,2.23,-4.6616,0.44
5960,12.31,-4.8312,0.567324
6243,6.45,-4.9433,0.481225
6421,1.96,-4.6289,0.44
6191,22.92,-4.9216,0.496749
5437,15.51,-4.5876,0.737781
6094,3.82,-4.5786,0.526058
5694,19.68,-5.023,0.652062
6337,4.77,-4.921,0.453488
6309,2.62,-4.7309,0.461707
6172,8.0,-4.7953,0.502453
6373,3.95,-4.6227,0.442975
5190,28.98,-4.9555,0.824071
6134,7.66,-4.7264,0.513916
5906,15.74,-4.6912,0.584216
6470,2.35,-4.9453,0.44
6120,9.56,-4.8998,0.518156
6141,8.79,-4.8867,0.511799
5461,13.08,-4.5797,0.729606
5941,18.98,-5.0476,0.57325
5957,10.53,-4.75,0.568258
5984,19.36,-4.9481,0.559865
6465,4.34,-4.6322,0.44
5695,19.39,-4.7859,0.651736
6432,4.5,-4.7892,0.44
6380,4.74,-4.6182,0.440937
5942,11.68,-4.7508,0.572937
5735,18.21,-4.9596,0.638746
5884,7.24,-4.5734,0.591142
6493,3.25,-4.7747,0.44
5973,10.31,-4.4498,0.56328
6274,7.15,-4.7465,0.472032
5184,15.64,-4.6373,0.826218
6222,11.05,-4.6245,0.487479
5696,17.46,-4.8883,0.65141
6094,10.2,-5.0182,0.526058
5814,18.09,-4.8571,0.613355
5590,12.02,-4.7102,0.686274
5343,8.15,-4.6413,0.770149
6302,15.3,-4.7391,0.463768
6198,12.97,-4.5218,0.494651
5835,18.97,-4.5836,0.606663
6330,5.42,-4.8432,0.45554
6034,10.07,-4.9237,0.544422
6140,6.47,-4.7713,0.512101
5775,23.04,-4.9121,0.625846
5974,11.51,-4.7722,0.562969
5773,21.91,-4.8882,0.626489
6158,18.88,-4.8807,0.506668
6410,3.47,-4.6255,0.44
5485,21.36,-4.8531,0.721467
5559,8.32,-4.5645,0.696595
6046,20.05,-4.8681,0.540734
5998,3.96,-4.5771,0.555528
5023,24.03,-4.7255,0.884773
6146,13.76,-4.7119,0.510288
5549,8.5,-4.6381,0.699937
5312,31.05,-4.9403,0.780948
6239,5.14,-4.6889,0.482415
5810,18.99,-4.8655,0.614632
5552,12.7,-4.6298,0.698934
6446,3.95,-4.594,0.44
6003,12.87,-4.7708,0.553981
6183,4.25,-4.4553,0.499149
6471,16.19,-4.5472,0.44
5382,42.81,-4.7466,0.756651
5779,13.41,-4.7272,0.624561
6459,3.45,-4.5475,0.44
5303,11.83,-4.5837,0.784096
5688,18.83,-4.7586,0.654019
5797,18.09,-5.0054,0.618789
6367,4.22,-4.5315,0.444723
6288,5.27,-4.7147,0.467895
5566,23.22,-4.8744,0.69426
5854,19.4,-4.9257,0.600629
6125,9.07,-4.9348,0.516641
6140,15.02,-5.0387,0.512101
6249,7.01,-4.8025,0.479442
5942,17.17,-4.7359,0.572937
5921,17.88,-4.8878,0.579508
5693,29.78,-4.8365,0.652388
6304,24.4,-4.7102,0.463179
6092,3.99,-4.6699,0.526667
5897,15.97,-4.8854,0.587046
5134,27.04,-4.8036,0.844206
5611,25.38,-4.8993,0.679315
6369,4.23,-4.9158,0.44414
5515,21.33,-4.772,0.711344
6088,10.12,-4.9899,0.527886
5933,4.07,-4.5056,0.575751
6208,5.12,-4.6204,0.491659
6184,6.66,-4.725,0.498848
6141,14.32,-4.9272,0.511799
6254,6.13,-4.8781,0.477958
5595,36.89,-4.8903,0.684615
5861,16.2,-4.8238,0.598411
5959,7.04,-4.5317,0.567635
6117,9.27,-4.8005,0.519066
5661,10.23,-4.6627,0.66285
6178,6.99,-4.7064,0.50065
5100,11.53,-4.6439,0.856538
6031,10.52,-4.8535,0.545345
5223,27.04,-4.8507,0.812308
5475,8.98,-5.0348,0.724854
5248,14.91,-5.2579,0.803445
6271,11.07,-4.5529,0.47292
6204,3.72,-4.8099,0.492856
5467,45.42,-4.8638,0.727568
5266,18.86,-4.6316,0.79709
5345,8.25,-5.0808,0.769454
5565,8.91,-4.5555,0.694593
5695,22.09,-4.806,0.651736
6143,5.6,-4.6507,0.511194
6076,9.97,-4.9668,0.531548
6270,3.7,-4.605,0.473216
6319,5.22,-4.8109,0.458768
6118,9.9,-4.8083,0.518763
