source,Gaia_id,KIC_id,logRHK,e_logRHK,Prot,Teff,BV,FeH_native,e_FeH_native,Mass,Age,tau_conv,tau_Noyes1984,Ro,log_Ro,F_Ca,F_bas,delta_F,log_dF,epsilon,log_epsilon,dTeff
Ye2024,2102486723049369856,6595167,-4.9546,0.0123,16.28,6181,0.499749,-0.02,0.03,1.3,3.19,9.620852087644154,,1.6921578101079053,0.22844086275922623,918854.4246882062,736146.3148044357,182708.10988377046,5.261757824854463,0.24819537394859964,-0.6052063174679068,0.409
Ye2024,2102486993626811008,6680396,-4.6504,0.0081,21.07,5543,0.701945,-0.1,0.03,0.9,5.58,16.867395843027396,,1.2491554829259472,0.09661649856159603,1197267.6580125664,341508.4029024102,855759.2551101563,5.932351604767595,2.505821958807552,0.39895021069074066,-0.229
Ye2024,2102488234877860736,6680250,-4.9815,0.0145,24.88,5609,0.679977,0.19,0.02,1.02,7.94,14.032847450821215,,1.7729830020024908,0.2487045719393788,585670.6986843216,371229.39028639306,214441.30839792854,5.3313084483773086,0.5776517538993696,-0.2383339036897835,-0.163
Ye2024,2102489300029780352,6766786,-4.8522,0.0116,27.73,5829,0.608572,-0.19,0.03,1.02,8.22,14.032847450821215,,1.9760779198363776,0.2958040654984594,920000.2765681241,486898.1114132875,433102.16515483655,5.63659035485071,0.8895129288912192,-0.05084773515138005,0.057
Ye2024,2102495209904628096,6594104,-4.9823,0.0152,9.82,6090,0.527277,-0.14,0.03,1.12,5.78,12.171862643132958,,0.8067787394512034,-0.09324555500647572,812420.5629080071,663058.6011412214,149361.9617667857,5.174240009138228,0.2252620831849731,-0.6473119039235437,0.318
Ye2024,2102520326874039168,7022624,-4.8576,0.0108,6.4,6249,0.479442,-0.24,0.02,1.08,3.6,12.87049780038931,,0.49726126364796946,-0.3034153707278978,1200200.588262709,795177.7123033892,405022.8759593199,5.607479553146349,0.5093488784866608,-0.29298464575887684,0.477
Ye2024,2102543760215660160,7188873,-4.9876,0.014,19.65,5897,0.587046,0.05,0.03,1.14,6.45,11.843039123414078,,1.6592024897689734,0.21989939073982778,705563.730408392,528383.7476262897,177179.9827821023,5.248414655145097,0.335324437169132,-0.47453479568843887,0.125
Ye2024,2102546680793452288,7270548,-4.7985,0.0141,10.61,6008,0.552436,0.19,0.03,1.3,3.49,9.620852087644154,,1.102812921698088,0.04250184610738439,1174982.592703425,602623.3621978103,572359.2305056148,5.757668691130664,0.9497793587327579,-0.022377273041926556,0.236
Ye2024,2102569633098814208,7104562,-5.0378,0.0112,15.29,5906,0.584216,-0.14,0.02,1.16,5.23,11.52693877886925,,1.3264579862286638,0.1226934988430246,632390.7474857853,534095.3175971321,98295.42988865322,4.992533326374572,0.18404098790994725,-0.7350854441602996,0.134
Ye2024,2102572106999966080,7104452,-4.6574,0.0071,3.14,6360,0.446764,0.02,0.01,1.26,1.08,10.115976103458719,,0.310400100582129,-0.5080781466849299,2041926.9410089634,900269.7659160018,1141657.1750929616,6.057535710461874,1.2681278637979743,0.10316304514055824,0.588
Ye2024,2102574993218023680,7187461,-4.9797,0.0152,24.64,5654,0.665146,-0.13,0.03,0.92,6.03,16.339848430570573,,1.507969924243636,0.17839267981937712,607204.460540584,392742.96933275944,214461.4912078246,5.33134932142818,0.546060675693771,-0.26275909785399904,-0.118
Ye2024,2102575302455954304,7104724,-4.8023,0.0108,11.43,5957,0.568258,0.0,0.02,1.06,3.97,13.24184353201083,,0.8631728635343803,-0.0639022214791392,1125698.6286424338,567472.1869894437,558226.4416529901,5.746810403976352,0.9837071392247358,-0.007134176720500814,0.185
Ye2024,2102580593855378176,7268752,-4.9935,0.012,17.31,5902,0.585473,0.23,0.02,1.16,3.52,11.52693877886925,,1.5016996560901354,0.17658308130609834,698406.9577220569,531550.3352608046,166856.62246125226,5.222343448277609,0.3139055916113461,-0.5032009481281711,0.13
Ye2024,2102582960376029056,7105818,-4.9312,0.0097,6.02,6271,0.47292,-0.02,0.02,1.34,3.54,9.159880552148511,,0.6572138103469011,-0.18229331910423852,1027445.843888949,815125.4359102146,212320.40797873447,5.32699174002838,0.2604757484247141,-0.5842327054378332,0.499
Ye2024,2102594406470430848,7432991,-4.968,0.0118,18.46,5757,0.63164,0.07,0.02,1.02,4.84,14.032847450821215,,1.315484976566157,0.119085892610491,670496.7150214714,446049.8705414702,224446.8444800012,5.3511135039922655,0.5031877807912825,-0.29826991366642824,-0.015
Ye2024,2102598113020623360,7432354,-4.9496,0.0103,24.01,6137,0.513008,-0.01,0.02,1.24,3.59,10.377405303719263,,2.3136804718800774,0.3643033810283757,903308.7763440483,699988.1196740767,203320.65666997165,5.308181503685026,0.29046301066458147,-0.5369091654666932,0.365
Ye2024,2102613338686257920,7595897,-5.0175,0.0139,9.02,6145,0.51059,-0.02,0.03,1.18,3.23,11.222913527863295,,0.8037128663253006,-0.09489907916577815,776603.3963195262,706446.5440912269,70156.85222829937,4.846070095030906,0.09930949880793764,-1.0030092098875272,0.373
Ye2024,2102675323655148544,7025975,-4.8487,0.0145,8.92,6288,0.467895,-0.28,0.04,1.2,3.56,10.930356368792774,,0.8160758623998265,-0.08826946736106235,1255919.6885418687,830832.2727444682,425087.4157974005,5.628478248390686,0.5116404715397243,-0.2910351094803433,0.516
Ye2024,2102694943065447680,6939527,-5.0379,0.0109,6.92,6187,0.497948,0.16,0.02,1.3,2.55,9.620852087644154,,0.7192710101932864,-0.14310744333719846,761433.8867734453,741198.9884437897,20234.89832965564,4.306101026618347,0.027300223887434777,-1.5638337913226583,0.415
Ye2024,2102699512910864000,7025479,-4.6196,0.0095,11.75,5378,0.758031,-0.07,0.03,0.88,5.5,17.42033268532819,,0.6744991735947801,-0.1710185780950372,1138924.4810822902,275979.37393505126,862945.1071472389,5.935983170661598,3.1268463829123827,0.4951065455562512,-0.394
Ye2024,2102722568291787904,7272437,-4.9026,0.0094,8.68,6034,0.544422,0.14,0.01,1.3,4.33,9.620852087644154,,0.9022069896644114,-0.04469381261746433,940660.6134235655,621251.4368101673,319409.17661339825,5.504347389245518,0.5141383306144345,-0.28892001691921976,0.262
Ye2024,2102723873965472896,7109680,-4.9533,0.0107,12.26,6003,0.553981,0.15,0.02,1.22,3.72,10.648698264908191,,1.151314432525683,0.0611939488790235,819945.7328228762,599096.5527871308,220849.18003574538,5.3440957911578595,0.36863704023718,-0.43340102950105147,0.231
Ye2024,2102725385793971200,7191982,-4.8478,0.0133,22.42,5581,0.689265,0.02,0.03,0.96,6.07,15.354869714245666,,1.4601231021321903,0.16438947244399738,781015.8124435113,358360.19046522083,422655.6219782905,5.625986650143352,1.1794156639709388,0.0716668914008932,-0.191
Ye2024,2102727172500440064,7273859,-4.8005,0.0124,17.84,5560,0.696262,0.08,0.02,0.96,5.14,15.354869714245666,,1.1618463934896643,0.06514871422514729,857849.1058936382,348961.31166751427,508887.79422612395,5.706622034359612,1.4582928743430033,0.16384475370610593,-0.212
Ye2024,2102746894990657792,7435274,-4.6911,0.0086,11.59,5746,0.63519,0.06,0.02,1.02,3.95,14.032847450821215,,0.8259193325244722,-0.08306236811580628,1258850.6928040395,440075.9474744174,818774.7453296221,5.913164438615363,1.8605305516662423,0.26963680594106343,-0.026
Ye2024,2102755862882470400,7598730,-4.99,0.0102,13.06,6190,0.497049,-0.06,0.02,1.32,3.18,9.386296808958306,,1.3913900514562358,0.1434488937944454,851871.978343022,743736.4656110334,108135.51273198868,5.0339683438213525,0.14539493185015143,-0.8374507317704781,0.418
Ye2024,2102756137760412288,7598886,-4.7269,0.0141,16.65,5440,0.736757,-0.07,0.04,0.88,7.71,17.42033268532819,,0.9557796800300499,-0.019642206860453693,931338.0262236262,299207.3397664711,632130.686457155,5.800806873440452,2.1126844246218286,0.3248346305682851,-0.332
Ye2024,2102771114304579456,7439043,-4.6498,0.0072,10.11,5919,0.580135,-0.07,0.02,1.04,2.78,13.628989336448337,,0.7418011527063553,-0.1297124961440757,1558852.7609709515,542438.862782207,1016413.8981887446,6.007070594852764,1.8737851727206387,0.2727197980511964,0.147
Ye2024,2102797438164399232,7522292,-4.6232,0.0118,3.57,6390,0.44,-0.17,0.03,1.24,2.5,10.377405303719263,,0.3440166299296908,-0.4634205629164585,2251205.645792014,930638.5748405916,1320567.0709514222,6.120760463706043,1.4189902574988589,0.15197941368932003,0.618
Ye2024,2102823276688354816,7816999,-4.522,0.0139,8.62,5133,0.844567,0.13,0.03,0.88,3.96,17.42033268532819,,0.4948240745861279,-0.3055491788780796,1183305.2562725185,198663.19376826336,984642.0625042552,5.993278384273733,4.956338634386501,0.6951609712353533,-0.639
Ye2024,2102879313119418880,8022047,-5.0277,0.0131,9.19,6161,0.505764,0.19,0.02,1.28,2.43,9.863939442164517,,0.9316764416371326,-0.0307348859389405,766507.7879894803,719516.9379397813,46990.85004969896,4.672013301344605,0.06530888652079483,-1.1850277206489332,0.389
Ye2024,2102915773102443520,7434544,-4.5025,0.0065,7.87,5176,0.829084,-0.01,0.02,0.84,7.93,18.60920008626386,,0.42290909676494576,-0.3737529730883104,1279642.94684267,210697.5991769617,1068945.3476657083,6.028955501453909,5.073362733326246,0.7052959144463687,-0.596
Ye2024,2102923160446330368,7433253,-4.781,0.0108,19.03,6012,0.551201,-0.36,0.03,0.98,7.01,14.894693714546571,,1.2776362082165391,0.10640721121262493,1226556.686328526,605457.6236415386,621099.0626869873,5.7931608738435605,1.0258340772907821,0.011077121843721659,0.24
Ye2024,2102923847640805632,7433593,-4.8627,0.0123,6.09,6243,0.481225,-0.17,0.03,1.24,3.44,10.377405303719263,,0.5868518981153549,-0.2314714863957763,1181639.707191056,789810.6967246366,391829.0104664195,5.593096587399051,0.4961049680529063,-0.3044264238665361,0.471
Ye2024,2102928623644569984,7517062,-4.735,0.0091,3.03,6449,0.44,-0.09,0.02,1.32,1.63,9.386296808958306,,0.32281101500094905,-0.4910516546423047,1805432.4515527487,992936.0013655163,812496.4501872323,5.909821472214032,0.8182767560747742,-0.08709978519422792,0.677
Ye2024,2102933262209586688,7673005,-4.9532,0.0113,11.72,6243,0.481225,-0.06,0.02,1.34,2.9,9.159880552148511,,1.2794926673198808,0.10703780132000887,959367.6642221614,789810.6967246366,169556.9674975248,5.229315640670019,0.21468051547121544,-0.6682073705955682,0.471
Ye2024,2102950820036066688,7744661,-4.8778,0.0111,13.28,5961,0.567012,-0.15,0.02,1.18,4.99,11.222913527863295,,1.1832934439911298,0.07309245832427876,948611.147570601,570164.0213919693,378447.1261786317,5.578005211675248,0.6637513276525415,-0.17799459722257094,0.189
Ye2024,2102954182989873792,7673172,-4.9484,0.0096,21.75,5792,0.620391,-0.05,0.02,1.0,7.22,14.454397707459272,,1.5047323617486872,0.17745926129065623,718664.0977496612,465523.1683286359,253140.92942102527,5.403362370304837,0.5437772954026652,-0.2645789296782506,0.02
Ye2024,2102960337683463168,7743620,-5.0019,0.0106,8.18,6178,0.50065,0.07,0.02,1.22,2.89,10.648698264908191,,0.7681690096296971,-0.11454321763204973,822438.3488060307,733631.0820018174,88807.26680421329,4.948448504110218,0.12105166886044406,-0.9170292188460741,0.406
Ye2024,2102962910363402880,7813081,-4.839,0.0102,15.73,5970,0.564212,0.0,0.02,1.18,4.65,11.222913527863295,,1.4015968278599755,0.146623105915567,1043539.9049701986,576260.7424817974,467279.1624884013,5.6695764148396846,0.8108814778462224,-0.0910426196223683,0.198
Ye2024,2102970950542215424,7516073,-4.9213,0.0139,31.83,5804,0.61655,-0.38,0.04,0.92,10.9,16.339848430570573,,1.9479984857416772,0.2895886149479923,771296.4841363379,472365.5281359392,298930.95600039867,5.475570891031347,0.632838211501266,-0.1987073055168258,0.032
Ye2024,2103004180709846528,7949259,-4.5292,0.0058,4.98,6097,0.525144,0.0,0.02,1.12,3.12,12.171862643132958,,0.409140338336761,-0.38812770003370783,2316735.837008966,668450.3806042,1648285.456404766,6.2170324266607375,2.4658306797804665,0.3919632517562035,0.325
Ye2024,2103023280423707008,7880925,-5.0105,0.0094,15.84,6246,0.480333,-0.05,0.01,1.2,2.83,10.930356368792774,,1.4491750740373601,0.16112085551628927,842402.5177770867,792490.3055684279,49912.212208658806,4.698206819089161,0.06298147984644226,-1.2007871391648068,0.474
Ye2024,2103085269691444992,8225837,-4.6953,0.0109,9.68,5881,0.592089,-0.15,0.03,0.98,3.92,14.894693714546571,,0.6498958746997424,-0.18715621976600186,1368095.625483835,518359.2045966554,849736.4208871797,5.929284233118719,1.6392810494189543,0.21465341833435123,0.109
Ye2024,2103105056600512256,8423087,-4.5818,0.0069,5.01,5951,0.570128,-0.07,0.02,1.02,3.2,14.032847450821215,,0.3570194871395691,-0.44730807821215657,1862822.7693207876,563454.8861806605,1299367.8831401272,6.113732127976989,2.3060726155873836,0.3628729786101853,0.179
Ye2024,2103112826201667712,8088050,-5.0364,0.0148,28.54,5409,0.747363,0.05,0.03,0.9,9.94,16.867395843027396,,1.6920217125157346,0.22840593173212392,446354.2377603935,287392.0294194837,158962.2083409098,5.2012938874661865,0.553119753049536,-0.2571808317003663,-0.363
Ye2024,2103117529185565440,8156081,-4.9548,0.0091,6.74,6211,0.490763,0.07,0.01,1.24,2.44,10.377405303719263,,0.6494879791949905,-0.18742888249333184,936392.3426742785,761708.4635443493,174683.87912992924,5.242252827547546,0.22933167673770838,-0.6395359536335864,0.439
Ye2024,2103349805316344448,4816116,-4.731,0.0105,7.11,6208,0.491659,-0.46,0.02,1.02,6.23,14.032847450821215,,0.5066683739645382,-0.29527620334963595,1564654.918346338,759118.4435255525,805536.4748207855,5.906085210124266,1.0611472843152843,0.025775666960838297,0.436
Ye2024,2103364923601348992,4992502,-4.7217,0.0129,23.2,5574,0.691594,0.06,0.03,0.96,6.79,15.354869714245666,,1.5109213188879043,0.17924184907594268,1038913.9890958422,355203.38746598864,683710.6016298536,5.8348723141309105,1.9248425712024497,0.28439521527104933,-0.198
Ye2024,2103438522161443200,5343896,-4.9746,0.015,7.53,6197,0.494951,-0.11,0.03,1.16,3.66,11.52693877886925,,0.6532523633944958,-0.18491901036859487,886620.4032355144,749686.2540285944,136934.14920692006,5.136511767803006,0.18265527541831805,-0.738367780052231,0.425
Ye2024,2103506863680265856,4902609,-4.9998,0.0125,22.55,5524,0.708318,0.12,0.02,0.98,4.94,14.894693714546571,,1.5139619808346274,0.18011496913958386,528234.0789819716,333340.7228414999,194893.3561404717,5.289797034393597,0.5846671072143247,-0.2330913384478879,-0.248
Ye2024,2103615028137705344,5428553,-4.7499,0.0105,20.64,5867,0.596512,-0.06,0.02,1.02,8.2,14.032847450821215,,1.4708347733654106,0.1675638888757715,1195022.519783426,509722.05098758306,685300.468795843,5.835881028906813,1.344459137029834,0.128547606981674,0.095
Ye2024,2103632345444733312,5599394,-4.4983,0.0113,5.24,6307,0.462296,-0.08,0.04,1.28,2.77,9.863939442164517,,0.5312279166679624,-0.2747191103413251,2848413.665048326,848693.6612235563,1999720.0038247695,6.300969191010686,2.3562329909967583,0.3722182325077832,0.535
Ye2024,2103656809578515200,5685838,-4.4957,0.0121,17.97,5881,0.592089,0.08,0.03,1.08,0.94,12.87049780038931,,1.3962163918365642,0.1449527323971888,2166289.2981693563,518359.2045966554,1647930.0935727009,6.216938784655052,3.1791276762510368,0.5023079698706839,0.109
Ye2024,2103688489257523584,5770074,-4.8332,0.0146,18.44,5786,0.622314,0.1,0.03,1.04,5.3,13.628989336448337,,1.3529983438086244,0.1312972649825338,933094.1225612025,462134.00548741524,470960.11707378726,5.672984130763373,1.019098597985801,0.008216204114026533,0.014
Ye2024,2103704329096968704,5939938,-4.9458,0.0106,25.56,5348,0.768413,0.36,0.01,0.96,8.5,15.354869714245666,,1.664618487533398,0.22131471367140557,525505.5789186242,265307.39785629645,260198.18106232776,5.415304256263403,0.9807422754312486,-0.008445103795719527,-0.424
Ye2024,2103722883355808512,6103873,-4.6794,0.0163,5.05,6252,0.478551,-0.11,0.04,1.14,1.23,11.843039123414078,,0.42641081798133923,-0.37017178585295635,1812540.060289388,797872.9358621334,1014667.1244272547,6.006323589308097,1.271715180225867,0.10438985541069555,0.48
Ye2024,2103725425976488576,6185204,-4.8723,0.0142,26.08,5328,0.775367,0.0,0.03,0.88,6.49,17.42033268532819,,1.4971011444554776,0.17525114235709024,613152.6382564912,258391.20302671156,354761.43522977957,5.549936403219439,1.372962512168441,0.13765867927561146,-0.444
Ye2024,2103749099836501120,5257199,-4.9324,0.0166,13.02,5968,0.564834,-0.2,0.03,1.0,4.65,14.454397707459272,,0.9007639241364555,-0.045389015767826786,840479.2472235677,574901.1031261829,265578.14409738476,5.424192331658094,0.46195448687301266,-0.3354008103174247,0.196
Ye2024,2103752192212973696,5344690,-4.6279,0.0109,20.04,5932,0.576063,-0.65,0.03,0.84,11.91,18.60920008626386,,1.0768866962095949,0.03217001174783305,1653926.8820549047,550894.014311781,1103032.8677431238,6.042588453570562,2.002259670802771,0.30152039995833396,0.16
Ye2024,2103763045592101120,5344278,-4.6865,0.0102,7.72,6461,0.44,-0.29,0.03,1.36,2.45,8.941232764773126,,0.8634156165149209,-0.06378010056633658,2033811.5098418745,1006035.1951106186,1027776.3147312559,6.011898605079021,1.0216106948606771,0.009285430745829508,0.689
Ye2024,2103796202739591296,5860444,-4.6816,0.0095,6.06,6313,0.460531,-0.19,0.02,1.24,3.92,10.377405303719263,,0.5839610020655255,-0.2336161548623655,1874799.7802080263,854402.1150253027,1020397.6651827235,6.008769456210372,1.1942827004267247,0.07710714145252753,0.541
Ye2024,2103802288712980736,5688301,-4.9324,0.0102,10.03,6079,0.530632,0.03,0.02,1.14,3.28,11.843039123414078,,0.8469109909609569,-0.07216223095119961,904774.4128107263,654661.213017692,250113.19979303435,5.398136612346275,0.38204982183093705,-0.4178799985140342,0.307
Ye2024,2103805308070256512,5859626,-4.7648,0.0115,15.19,5885,0.590827,0.2,0.03,1.18,5.92,11.222913527863295,,1.3534809799868421,0.13145215715506647,1168954.4951192199,520849.9101934713,648104.5849257486,5.81164509381993,1.2443211993355403,0.09493250020478403,0.113
Ye2024,2103952440769227904,6590052,-4.9836,0.0098,10.9,6246,0.480333,-0.14,0.02,1.22,4.39,10.648698264908191,,1.0235992915603545,0.010129976637250931,896230.3693977923,792490.3055684279,103740.06382936437,5.015946510871102,0.13090389005447195,-0.8830474473828657,0.474
Ye2024,2104024115183588992,7016983,-4.786,0.0142,20.69,5851,0.601581,-0.01,0.03,1.2,5.11,10.930356368792774,,1.8928934521359209,0.27712616892854924,1087757.6068654626,500002.51827981346,587755.0885856492,5.769196397788643,1.175504256674018,0.07022420610807865,0.079
Ye2024,2104040023741111040,6024455,-4.8601,0.0129,4.72,6304,0.463179,0.19,0.03,1.38,1.89,8.730003855438706,,0.5406641369418739,-0.2670724368693498,1235880.7124465448,845851.7294111636,390028.9830353812,5.591096880628158,0.4611079808359538,-0.33619736096640773,0.532
Ye2024,2104040779655381760,6105180,-4.9378,0.0152,14.2,5890,0.589251,0.02,0.03,1.04,3.98,13.628989336448337,,1.0418967723472052,0.017824692647979718,787540.5339837857,523977.72900228656,263562.8049814991,5.420884120902758,0.5030038308753175,-0.29842870734630766,0.118
Ye2024,2104061803516507904,6105669,-4.7975,0.0093,15.73,5647,0.667445,-0.05,0.02,0.94,5.42,15.836148205371112,,0.9932970944705412,-0.002920834896996168,919142.5841692613,389327.7891242333,529814.795045028,5.724124081776803,1.3608450509962589,0.13380867823180392,-0.125
Ye2024,2104064865832072192,6268068,-4.9526,0.0133,18.33,5812,0.613993,-0.08,0.02,1.0,3.76,14.454397707459272,,1.2681261696944108,0.10316246496221676,721629.301274046,476974.8934506748,244654.40782337118,5.388553044645815,0.5129293201439156,-0.289942475017372,0.04
Ye2024,2104078541007901952,6267544,-4.8413,0.0153,20.6,5823,0.610484,0.01,0.03,1.02,4.42,14.032847450821215,,1.4679843183782684,0.16672141628975118,939504.5701966162,483375.7626147192,456128.807581897,5.659087501705465,0.943631937841824,-0.025197368556113063,0.051
Ye2024,2104080602592242688,6346734,-4.8454,0.0133,10.66,6245,0.480631,0.04,0.03,1.4,2.58,8.525863775948729,,1.2503131975990072,0.09701881536916558,1231236.5731234539,791596.2371220309,439640.33600142295,5.643097531110895,0.5553845702953346,-0.25540618999569437,0.473
Ye2024,2104082045701606144,6425358,-4.8341,0.007,10.11,6114,0.519977,0.09,0.01,1.2,3.4,10.930356368792774,,0.9249469696033908,-0.03388316614618435,1160949.8885677329,681701.5986369973,479248.2899307356,5.680560571889234,0.7030176999569175,-0.1530337405607589,0.342
Ye2024,2104089467405189376,6504463,-4.83,0.0119,20.06,5924,0.578568,0.01,0.03,1.1,6.53,12.514101920504952,,1.6029915792143847,0.2049312409378431,1032932.4852994999,545677.5686183949,487254.91668110504,5.687756230091763,0.8929355808317161,-0.0491798713448919,0.152
Ye2024,2104095755237308928,6672090,-4.7863,0.0121,12.37,6026,0.546884,-0.21,0.02,1.0,3.92,14.454397707459272,,0.8557949110267246,-0.06763030037087929,1223005.0377681144,615467.8159487327,607537.2218193817,5.783572890888553,0.9871145266676112,-0.005632456839681769,0.254
Ye2024,2104104723128736128,6266866,-5.0064,0.0085,30.17,5623,0.67535,0.05,0.01,0.98,8.63,14.894693714546571,,2.0255535681499204,0.3065437331005929,558578.3137794448,377811.3396689362,180766.97411050857,5.257119088353358,0.47845830744230383,-0.3201559003879332,-0.149
Ye2024,2104132348358513920,6503536,-4.9191,0.0164,16.88,6003,0.553981,0.06,0.03,1.12,3.11,12.171862643132958,,1.3868050022338403,0.1420153994962108,887125.5960766011,599096.5527871308,288029.04328947025,5.459436281871736,0.48077232617930266,-0.3180605387871751,0.231
Ye2024,2104132447138563200,6503434,-4.9443,0.0123,3.82,6019,0.549041,-0.04,0.02,1.32,3.58,9.386296808958306,,0.40697626313651003,-0.390430920232901,846075.4817938275,610445.1118161589,235630.36997766863,5.372231265163001,0.3859976358507247,-0.41341535527676554,0.247
Ye2024,2104137467959787520,6586078,-4.9692,0.0137,22.13,5589,0.686606,0.02,0.02,0.96,3.67,15.354869714245666,,1.4412365856460914,0.15873527811230093,593947.6592128028,361997.41793114546,231950.2412816573,5.3653948286212705,0.6407510932185044,-0.19331064417086005,-0.183
Ye2024,2104172854190854528,6587796,-4.601,0.0083,10.83,5753,0.63293,0.1,0.02,1.06,1.72,13.24184353201083,,0.8178619520627592,-0.08731999524910058,1556643.7516073675,443869.53361761797,1112774.2179897495,6.046407054875349,2.5069848991897143,0.3991517179955795,-0.019
Ye2024,2104185331074880000,6672483,-4.8991,0.0153,16.96,5841,0.604756,0.06,0.03,1.08,6.22,12.87049780038931,,1.3177423486671191,0.11983050320891005,832646.3096816496,494008.93503821513,338637.3746434344,5.529734888520852,0.6854883598759978,-0.16399991546898868,0.069
Ye2024,2104240925131946240,6929580,-4.7493,0.0104,11.92,5880,0.592405,0.03,0.02,1.06,4.48,13.24184353201083,,0.9001767745695375,-0.045672196470203284,1207316.2356137233,517738.12770392164,689578.1079098016,5.83858346545458,1.3319052065335817,0.12447331661780192,0.108
Ye2024,2104241543607191680,6843676,-5.0122,0.0096,8.88,6165,0.504559,-0.17,0.02,1.2,3.96,10.930356368792774,,0.8124163293845809,-0.0902213559585843,796423.4892111464,722816.7708987029,73606.71831244347,4.8669174555448755,0.10183316336299959,-0.9921107650239663,0.393
Ye2024,2104354037389317376,5768999,-4.902,0.0101,32.79,5694,0.652062,-0.1,0.02,0.94,5.15,15.836148205371112,,2.070579257958617,0.3160918591490822,746932.8978126225,412755.7317420427,334177.1660705798,5.5239767717442785,0.8096245318270427,-0.09171634107282349,-0.078
Ye2024,2104438661126079616,6181503,-5.0251,0.0104,12.39,5964,0.566078,0.18,0.02,1.26,4.98,10.115976103458719,,1.2247953013415855,0.0880635116179186,677114.7521022527,572190.0813037746,104924.67079847807,5.020877615285208,0.18337380221516592,-0.7366627099205375,0.192
Ye2024,2104444506580858624,6181735,-4.8445,0.0071,11.26,6026,0.546884,0.06,0.01,1.22,4.05,10.648698264908191,,1.057406240639412,0.024241869211954717,1069616.8748568585,615467.8159487327,454149.05890812585,5.657198418576297,0.7378924569891006,-0.1320069291519375,0.254
Ye2024,2104460002823036160,6102714,-5.061,0.0184,18.33,5767,0.628419,0.05,0.03,1.02,5.11,14.032847450821215,,1.3062209978579444,0.11601666088281438,545018.8741453034,451540.9656829454,93477.908462358,4.970708986631845,0.2070197735458505,-0.6839881708149814,-0.005
Ye2024,2104464607027235584,6183716,-4.838,0.0128,7.51,6229,0.485392,-0.07,0.03,1.14,1.17,11.843039123414078,,0.6341277708989818,-0.1978232269674493,1239609.968781644,777408.4066824336,462201.56209921045,5.664831408927428,0.5945415024152381,-0.22581782373526427,0.457
Ye2024,2104527347910361600,6263957,-4.8125,0.0128,9.89,6031,0.545345,0.02,0.03,1.1,2.89,12.514101920504952,,0.790308410689445,-0.10220339614937675,1155231.5747456078,619077.1373478677,536154.4373977401,5.729289904709343,0.8660543332203007,-0.062454861010874496,0.259
Ye2024,2104601083908321408,6099826,-4.5173,0.0095,6.57,5237,0.807339,0.0,0.02,0.88,3.44,17.42033268532819,,0.37714549536320896,-0.4234910751430115,1296110.5098721536,228840.10902675573,1067270.400845398,6.028274465082827,4.663825783794806,0.6687423190773494,-0.535
Ye2024,2104675880761198976,6497197,-4.9599,0.0096,28.96,5740,0.637129,-0.05,0.01,0.98,9.46,14.894693714546571,,1.9443165838124528,0.2887669804507138,675086.3180013968,436846.4807850584,238239.83721633843,5.377014383665026,0.5453628395682546,-0.2633144577406889,-0.032
Ye2024,2104697080719589760,6580292,-4.9097,0.01,24.93,5771,0.627132,-0.11,0.02,0.94,8.01,15.836148205371112,,1.5742464440655175,0.1970727209834904,774312.0784637068,453753.58976445324,320558.48869925353,5.505907281910537,0.7064593998378234,-0.15091279196553584,-0.001
Ye2024,2104728077501818240,6922583,-4.8083,0.009,16.76,5783,0.623277,-0.1,0.02,0.98,2.94,14.894693714546571,,1.1252329400793062,0.0512424372198622,986108.053862045,460447.37959117006,525660.674270875,5.720705487792641,1.1416302873470747,0.05752548205230027,0.011
Ye2024,2104757248919095552,6838446,-4.6805,0.0079,13.06,5663,0.662194,-0.1,0.02,0.94,3.77,15.836148205371112,,0.8246954897511296,-0.08370638058122785,1217020.75052969,397171.6667856764,819849.0837440136,5.913733915640709,2.0642184533934147,0.3147556561736772,-0.109
Ye2024,2104785458264845056,7093456,-4.8252,0.0115,13.98,5976,0.562348,0.01,0.03,1.08,3.22,12.87049780038931,,1.0862050727810333,0.035911826697877604,1081568.6534701777,580356.2303092787,501212.42316089896,5.70002182697367,0.863628917869628,-0.06367282411809397,0.204
Ye2024,2104841052321306624,7257035,-4.5902,0.0054,4.64,6278,0.470849,-0.08,0.01,1.16,2.48,11.52693877886925,,0.402535320869915,-0.3951960060144146,2263064.7607831843,821561.8139309066,1441502.9468522777,6.158815534549669,1.7545885439284892,0.24417528943330222,0.506
Ye2024,2104843526222541184,7257684,-4.574,0.0053,6.34,6027,0.546576,0.19,0.01,1.16,2.51,11.52693877886925,,0.5500159341196684,-0.25962472868756276,1995338.1331871736,616188.2319586395,1379149.901228534,6.13961147265757,2.2381957812545616,0.34989807280879465,0.255
Ye2024,2104872212304516992,6502217,-4.5512,0.0056,5.68,6006,0.553054,-0.13,0.02,1.02,3.11,14.032847450821215,,0.40476460817420207,-0.3927974683683834,2073733.999292957,601210.5063704243,1472523.4929225326,6.168062232331961,2.449264404596525,0.3890356708980768,0.234
Ye2024,2104888090803768064,6584248,-5.1637,0.0249,21.49,5586,0.687603,-0.05,0.03,0.96,10.61,15.354869714245666,,1.3995559975388387,0.14599027967648628,378717.5770577544,360629.7627195692,18087.814338185184,4.257386091557809,0.05015618844596175,-1.2996754745653438,-0.186
