angDist,_RAJ2000,_DEJ2000,Gaia,RAJ2000,DEJ2000,SNR-G,Teff,e_Teff,logg,e_logg,FeH,e_FeH,a/Fe,e_a/Fe,GMag,e_GMag,LFlame,e_LFlame,KIC,Prot,e_Prot,Sph,e_Sph,S-index,e_S-index,SNR,logRHK,e_logRHK,Mass,e_Mass,Age,e_Age,DR7,Simbad,_RAJ2000,_DEJ2000,KOI,Svalue,logRHK,S/N,Prot,logAge,Qual,f_Qual,Protph,q_Protph,Simbad,_RA,_DE
0.022878,294.99631,50.47006,2135179975446233088,294.99631,50.47006,50.84,5694,25,4.35,0.05,0.12,0.06,0.0,0.02,4.64,0.04,1.0,0.05,12019440,20.2,2.08,251.9,14.2,,,,,,1.02,0.06,6.06,1.22,DR7,Simbad,294.9963128,50.4700539,K00186,0.15,-5.064,4.3,29.552,9.8446,0.0,low_snr,21.2,2,Simbad,294.99631,50.47005
0.085306,289.35867,50.59847,2133127363335546112,289.35867,50.59847,105.06,5866,14,4.11,0.03,-0.13,0.03,0.02,0.02,3.99,0.02,2.0,0.03,,,,,,0.167,0.009,100.6,-5.0516,0.0219,1.02,0.01,8.19,0.2,DR7,Simbad,289.3586981,50.5984856,K02072,0.134,-5.202,11.1,32.159,10.0355,1.0,ok,,1,Simbad,289.3587,50.59849
0.012972,288.84863,51.20905,2133339942737149952,288.84863,51.20905,121.57,5486,11,4.33,0.02,-0.07,0.03,0.04,0.01,4.97,0.01,0.8,0.007,12403119,18.63,3.25,155.1,6.6,,,,,,0.9,0.02,10.12,1.3,DR7,Simbad,288.8486353,51.2090486,K01478,0.163,-5.008,27.1,38.843,9.7851,1.0,ok,33.09,2,Simbad,288.84864,51.20905
0.042457,289.88065,51.27708,2133259953266229248,289.88065,51.27708,85.12,5613,15,4.42,0.03,0.04,0.04,0.0,0.01,4.77,0.03,0.9,0.01,12404954,20.77,2.3,589.5,19.1,,,,,,0.96,0.03,7.58,0.44,DR7,Simbad,289.8806319,51.2770767,K00361,0.154,-5.047,11.7,33.488,9.7169,1.0,ok,23.77,2,Simbad,289.88063,51.27708
0.053709,290.08478,51.2086,2133219958530768896,290.08478,51.2086,58.7,5024,17,4.66,0.04,0.13,0.05,-0.02,0.01,5.83,0.03,0.4,0.009,12405333,13.43,1.18,2686.3,103.7,,,,,,0.86,0.05,3.82,2.5,DR7,Simbad,290.0847597,51.2086078,K03009,0.297,-4.709,2.8,29.337,9.288,0.0,low_snr,13.69,3,Simbad,290.08476,51.20861
0.021265,289.76359,51.96261,2139299982954463232,289.76359,51.96261,158.53,5631,8,4.45,0.02,-0.04,0.02,0.02,0.01,4.9,0.01,0.8,0.007,12735740,19.39,3.0,382.4,13.2,,,,,,0.94,0.02,5.7,0.8,DR7,Simbad,289.7635972,51.9626139,K03663,0.188,-4.872,8.8,26.841,9.5432,1.0,ok,23.77,2,Simbad,289.7636,51.96261
1.068543,291.36479,37.60888,2052529961264218112,291.36479,37.60888,68.7,5048,15,4.65,0.03,0.0,0.05,-0.01,0.01,5.94,0.02,0.3,0.005,2302548,12.18,0.85,4689.8,176.0,,,,,,0.84,0.04,2.6,2.02,DR7,Simbad,291.3647561,37.6091756,K00988,0.566,-4.382,6.7,8.522,8.4927,1.0,ok,12.55,3,Simbad,291.36476,37.60918
0.026622,290.32867,37.72311,2051100046392295424,290.32867,37.72311,71.44,5702,19,4.54,0.04,-0.01,0.05,0.0,0.02,4.93,0.1,0.8,0.01,2438513,13.13,1.07,3155.6,116.4,,,,,,1.0,0.04,1.75,0.99,DR7,Simbad,290.3286642,37.7231158,K01944,0.275,-4.587,8.5,13.467,9.1041,1.0,ok,13.31,3,Simbad,290.32866,37.72312
0.097175,291.68335,37.75159,2051810056025931776,291.68335,37.75159,163.62,5554,8,4.45,0.02,-0.07,0.02,0.0,0.01,5.05,0.02,0.7,0.007,2444412,21.96,2.67,790.9,23.5,,,,,,0.92,0.01,5.56,0.98,DR7,Simbad,291.6833619,37.7515647,K00103,0.212,-4.8,28.4,26.833,9.4291,1.0,ok,22.97,3,Simbad,291.68336,37.75156
0.141650,290.42079,37.85181,2051109941996945408,290.42079,37.85181,164.34,5449,9,4.38,0.02,-0.08,0.02,0.02,0.01,5.06,0.02,0.7,0.008,2571238,19.83,2.18,86.9,4.0,,,,,,0.86,0.02,11.95,0.28,DR7,Simbad,290.4208314,37.8517881,K00084,0.165,-5.0,22.8,38.129,9.7477,1.0,ok,20.23,2,Simbad,290.42083,37.85179
0.129015,292.6275,37.86014,2051869979409645568,292.6275,37.86014,175.1,6183,8,4.27,0.02,0.1,0.02,-0.01,0.01,3.84,0.01,2.0,0.02,2581316,7.87,0.7,99.1,6.7,,,,,,1.24,0.02,1.82,0.37,DR7,Simbad,292.627455,37.8601353,K03681,0.139,-5.12,25.7,13.82,9.9272,1.0,ok,,1,Simbad,292.62745,37.86014
0.014191,285.66165,37.9645,2099859951110324224,285.66165,37.9645,93.12,5438,12,4.43,0.02,0.07,0.03,0.01,0.01,5.04,0.01,0.7,0.008,2692377,22.27,1.87,908.8,27.0,,,,,,0.92,0.03,8.68,0.71,DR7,Simbad,285.661645,37.9645,K00299,0.22,-4.772,24.3,25.402,9.3857,1.0,ok,23.42,2,Simbad,285.66164,37.9645
0.066084,286.22324,38.25817,2099960006668451840,286.22324,38.25817,69.9,6131,21,4.14,0.04,0.06,0.05,0.03,0.02,3.77,0.02,2.0,0.04,3098810,8.94,1.04,21.0,4.6,,,,,,1.2,0.05,3.25,0.38,DR7,Simbad,286.2232222,38.2581581,K01878,0.138,-5.132,11.3,14.155,9.9417,1.0,ok,,1,Simbad,286.22322,38.25816
0.092486,291.4183,38.67236,2052750001028726784,291.4183,38.67236,181.08,5584,7,4.24,0.02,-0.27,0.02,0.08,0.01,4.87,0.01,0.8,0.006,3544595,27.95,3.57,21.4,1.1,,,,,,0.86,0.01,12.51,0.58,DR7,Simbad,291.4182856,38.6723369,K00069,0.163,-5.004,53.1,35.669,9.7533,1.0,ok,,1,Simbad,291.41829,38.67234
0.213668,294.11073,38.71028,2052189937293328384,294.11073,38.71028,67.77,5885,21,4.27,0.05,-0.12,0.05,0.04,0.02,4.5,0.02,1.0,0.02,3656121,14.4,1.49,415.8,19.2,,,,,,0.98,0.05,5.82,0.89,DR7,Simbad,294.1107669,38.7102281,K00386,0.152,-5.028,9.6,19.709,9.7904,1.0,ok,14.39,2,Simbad,294.11077,38.71023
0.153067,288.86742,39.26497,2099520064578387968,288.86742,39.26497,254.69,6202,5,4.47,0.01,-0.07,0.01,-0.02,0.01,3.96,0.01,2.0,0.01,4147444,4.16,0.29,2711.4,172.0,,,,,,1.14,0.01,2.53,0.06,DR7,Simbad,288.8673681,39.2649561,K03880,0.232,-4.624,10.1,4.688,9.1615,0.0,bad_seeing,,0,Simbad,288.86737,39.26496
0.104300,289.66442,48.70622,2129495057954829952,289.66442,48.70622,247.45,5944,5,4.29,0.01,-0.06,0.01,0.01,0.01,4.07,0.05,2.0,0.07,,,,,,0.181,0.004,247.47,-4.8903,0.0091,1.08,0.01,5.99,0.3,DR7,Simbad,289.6644169,48.7061911,K00276,0.139,-5.146,10.9,25.072,9.962,1.0,ok,,0,Simbad,289.66442,48.70619
1.294806,288.39527,39.87299,2099779961639403520,288.39527,39.87299,221.67,5822,6,4.17,0.01,0.15,0.01,-0.01,0.01,3.88,0.01,2.0,0.02,4735826,20.63,3.21,122.0,4.5,,,,,,1.16,0.01,5.35,0.06,DR7,Simbad,288.3952881,39.8726306,K03184,0.14,-5.138,9.4,27.078,9.9524,1.0,ok,19.53,2,Simbad,288.39529,39.87263
0.244079,297.39362,39.82904,2073650067805306880,297.39362,39.82904,71.28,6274,21,4.17,0.04,0.08,0.05,0.01,0.02,3.12,0.06,4.0,0.09,4770174,5.59,0.42,116.0,10.4,,,,,,1.4,0.04,2.39,0.17,DR7,Simbad,297.3937072,39.8290506,K02971,0.138,-5.132,8.3,11.107,9.942,0.0,bad_seeing,5.78,3,Simbad,297.39371,39.82905
0.080834,283.99508,39.917,2103309943720378368,283.99508,39.917,126.05,5657,10,4.46,0.02,-0.15,0.03,0.0,0.01,4.96,0.02,0.8,0.007,4814502,6.21,0.45,4523.0,243.9,,,,,,0.9,0.03,6.39,0.52,DR7,Simbad,283.9950964,39.9170186,K04004,0.32,-4.494,8.9,9.761,8.9261,0.0,bad_seeing,6.21,3,Simbad,283.9951,39.91702
0.054548,286.77145,39.98382,2100500004316643328,286.77145,39.98382,62.68,5576,19,4.51,0.04,0.06,0.05,-0.02,0.02,5.03,0.05,0.7,0.01,4820550,14.39,1.09,2747.6,97.3,,,,,,0.98,0.05,2.75,1.16,DR7,Simbad,286.7714431,39.9838058,K03823,0.266,-4.627,8.9,16.695,9.1656,1.0,ok,14.52,3,Simbad,286.77144,39.98381
0.720309,289.41759,39.94498,2101250008685740032,289.41759,39.94498,95.25,5293,13,4.48,0.02,-0.03,0.03,0.01,0.01,5.37,0.04,0.5,0.006,4827723,21.96,1.89,2677.2,75.9,,,,,,0.86,0.03,9.79,1.73,DR7,Simbad,289.4178425,39.9450306,K00632,0.298,-4.621,10.7,20.677,9.0784,1.0,ok,21.77,3,Simbad,289.41784,39.94503
0.065123,296.88577,40.22823,2073720024232624128,296.88577,40.22823,91.03,6235,16,4.4,0.03,0.08,0.04,0.02,0.02,3.93,0.13,2.0,0.03,5120087,7.65,1.0,266.8,17.5,,,,,,1.22,0.03,1.27,0.24,DR7,Simbad,296.8857508,40.2282194,K00639,0.152,-5.017,10.8,13.416,9.7731,1.0,ok,8.65,2,Simbad,296.88575,40.22822
0.044977,297.94017,40.27864,2073680029497163776,297.94017,40.27864,57.58,6086,27,4.32,0.06,-0.36,0.07,0.07,0.03,4.34,0.01,1.0,0.02,5124667,10.7,1.36,103.2,6.6,,,,,,1.0,0.07,4.21,1.17,DR7,Simbad,297.9401633,40.2786286,K01822,0.14,-5.122,9.7,18.095,9.9289,0.0,bad_seeing,11.69,3,Simbad,297.94016,40.27863
0.003001,284.63518,40.71984,2103452266056715392,284.63518,40.71984,280.34,6148,4,4.3,0.01,0.04,0.01,0.02,0.01,3.97,0.01,2.0,0.01,,,,,,0.2,0.003,277.93,-4.7332,0.0069,1.18,0.01,2.02,0.31,DR7,Simbad,284.6351811,40.71984,K00257,0.16,-4.957,11.3,12.212,9.6799,1.0,ok,7.94,2,Simbad,284.63518,40.71984
0.098788,297.06961,40.52513,2073730057276227584,297.06961,40.52513,148.51,5690,9,4.54,0.02,0.02,0.02,0.01,0.01,4.77,0.01,0.9,0.007,5383248,14.9,1.4,957.3,32.5,,,,,,0.98,0.02,4.77,0.11,DR7,Simbad,297.0696397,40.5251456,K00261,0.229,-4.71,39.2,18.037,9.2901,1.0,ok,15.17,3,Simbad,297.06964,40.52515
1.259012,288.47447,40.65153,2102069969482153984,288.47447,40.65153,50.7,5976,28,3.94,0.06,-0.21,0.07,0.1,0.03,3.27,0.02,4.0,0.1,5437945,17.68,1.31,34.4,4.9,,,,,,1.32,0.08,3.59,0.6,DR7,Simbad,288.4748558,40.6513386,K03791,0.126,-5.281,11.6,23.241,10.131,1.0,ok,18.6,2,Simbad,288.47486,40.65134
0.348296,292.57775,40.66777,2053519934046076928,292.57775,40.66777,97.39,6211,17,4.39,0.03,-0.04,0.04,0.04,0.02,4.12,0.01,2.0,0.02,5450893,8.72,0.98,28.0,4.8,,,,,,1.14,0.04,1.6,0.45,DR7,Simbad,292.5777847,40.6678631,K02970,0.13,-5.23,11.5,18.415,10.0704,1.0,ok,9.45,3,Simbad,292.57778,40.66786
0.033306,284.36901,40.71849,2103639934647664640,284.36901,40.71849,106.0,5845,13,4.4,0.03,-0.09,0.03,0.02,0.01,4.66,0.02,1.0,0.02,5513893,18.91,1.81,175.3,8.4,,,,,,0.98,0.03,4.64,0.43,DR7,Simbad,284.3690222,40.7184903,K02741,0.161,-4.987,10.3,24.708,9.7271,1.0,ok,,0,Simbad,284.36902,40.71849
0.012429,282.58282,42.34634,2104768828150994304,282.58282,42.34634,113.21,5605,12,4.25,0.02,0.12,0.03,0.0,0.01,4.37,0.02,1.0,0.02,,,,,,0.175,0.006,113.42,-4.9682,0.0158,1.0,0.01,9.85,0.35,DR7,Simbad,282.5828236,42.3463422,K04674,0.15,-5.07,9.0,34.327,9.853,1.0,ok,,1,Simbad,282.58282,42.34634
0.171406,295.1391,40.97906,2076659980886343680,295.1391,40.97906,56.65,6253,24,4.18,0.05,0.09,0.06,0.01,0.02,3.36,0.09,4.0,0.09,5716932,5.91,0.46,106.3,11.8,,,,,,1.36,0.05,2.46,0.23,DR7,Simbad,295.139045,40.9790833,K02358,0.121,-5.356,11.2,13.579,10.2117,1.0,ok,5.88,2,Simbad,295.13904,40.97908
0.016253,297.71487,41.10428,2073869970130862080,297.71487,41.10428,104.27,5824,12,4.46,0.03,0.04,0.03,0.04,0.01,4.55,0.01,1.0,0.01,5898983,9.68,0.71,6174.8,257.7,,,,,,1.04,0.03,4.13,0.33,DR7,Simbad,297.7148747,41.1042828,K03422,0.298,-4.509,9.8,8.339,8.9608,1.0,ok,,0,Simbad,297.71487,41.10428
0.148326,284.40993,41.2375,2103670033778475008,284.40993,41.2375,57.14,5770,22,4.5,0.04,-0.1,0.06,0.0,0.02,4.8,0.03,0.9,0.02,5941160,19.52,1.94,468.9,18.8,,,,,,0.96,0.05,4.34,1.15,DR7,Simbad,284.4099186,41.2374597,K00654,0.173,-4.926,10.2,25.178,9.63,1.0,ok,19.12,3,Simbad,284.40992,41.23746
0.103203,299.31955,41.38464,2075159972148150272,299.31955,41.38464,110.15,5242,10,4.66,0.02,0.1,0.03,-0.01,0.01,5.53,0.01,0.5,0.006,6071903,17.47,1.43,4502.5,139.9,,,,,,0.9,0.02,2.79,1.17,DR7,Simbad,299.3195711,41.3846639,K00306,0.404,-4.47,21.0,12.815,8.8786,1.0,ok,17.6,3,Simbad,299.31957,41.38466
0.046374,291.38775,44.52911,2126237131982289280,291.38775,44.52911,145.79,6077,10,4.02,0.02,-0.05,0.02,0.0,0.02,3.23,0.16,4.0,0.1,,,,,,0.165,0.005,146.06,-5.0807,0.0136,1.22,0.04,4.83,0.51,DR7,Simbad,291.3877558,44.5290978,K00370,0.126,-5.279,22.8,20.329,10.1296,1.0,ok,,1,Simbad,291.38776,44.5291
0.035854,289.68671,41.58892,2101489977098502144,289.68671,41.58892,170.27,5826,7,4.43,0.02,0.05,0.02,0.01,0.01,4.52,0.02,1.0,0.01,6198182,16.39,2.46,633.7,22.0,,,,,,1.04,0.02,4.22,0.24,DR7,Simbad,289.6867056,41.5889294,K02636,0.179,-4.883,9.9,21.034,9.5623,1.0,ok,16.55,3,Simbad,289.68671,41.58893
0.029739,294.6741,42.07558,2077540002505424896,294.6741,42.07558,96.17,5249,11,4.37,0.02,0.35,0.03,0.02,0.01,5.28,0.01,0.6,0.006,6616218,25.58,2.56,2296.0,91.0,,,,,,0.94,0.01,6.91,0.24,DR7,Simbad,294.6741111,42.0755794,K01692,0.252,-4.711,18.3,25.027,9.2909,1.0,ok,26.99,3,Simbad,294.67411,42.07558
0.023054,290.03052,42.16605,2101899957496709120,290.03052,42.16605,85.8,5859,16,4.02,0.03,0.2,0.04,-0.01,0.02,3.56,0.09,3.0,0.05,6685609,16.07,2.22,330.7,13.6,,,,,,1.2,0.07,5.87,0.07,DR7,Simbad,290.0305197,42.1660436,K00665,0.144,-5.098,9.9,22.929,9.8938,1.0,ok,15.93,2,Simbad,290.03052,42.16604
0.229641,298.08716,42.16435,2078420024124506112,298.08716,42.16435,65.04,5671,19,4.59,0.04,-0.04,0.04,0.05,0.02,4.88,0.02,0.8,0.01,6717252,16.42,1.66,1511.4,51.8,,,,,,1.0,0.05,3.29,1.32,DR7,Simbad,298.0870761,42.1643642,K04651,0.178,-4.911,5.1,27.151,9.6059,0.0,bad_seeing,16.76,3,Simbad,298.08708,42.16436
0.098304,287.698,42.33872,2102550043746631680,287.698,42.33872,144.21,5434,9,4.46,0.02,0.03,0.03,0.02,0.01,5.09,0.01,0.7,0.007,6850504,26.3,2.98,294.4,9.1,,,,,,0.92,0.03,7.33,1.38,DR7,Simbad,287.6980139,42.3386947,K00070,0.175,-4.953,30.0,36.127,9.6746,1.0,ok,27.92,2,Simbad,287.69801,42.33869
0.108917,296.10408,42.34258,2077220044621742080,296.10408,42.34258,66.81,5890,21,4.44,0.04,0.0,0.05,0.02,0.02,4.49,0.01,1.0,0.01,6879171,10.09,0.79,1602.7,68.3,,,,,,1.04,0.05,3.87,0.83,DR7,Simbad,296.1040472,42.3425981,K04188,0.24,-4.637,6.7,10.473,9.1803,1.0,ok,10.46,3,Simbad,296.10405,42.3426
0.023095,281.56146,42.4505,2104729962987651072,281.56146,42.4505,147.12,5913,9,4.42,0.02,-0.04,0.02,0.0,0.01,4.51,0.02,1.0,0.02,6922710,13.52,1.88,715.3,26.6,,,,,,1.04,0.02,2.78,0.74,DR7,Simbad,281.5614606,42.4504936,K02087,0.154,-5.021,8.9,21.955,9.7799,0.0,bad_seeing,14.05,3,Simbad,281.56146,42.45049
0.094533,298.99509,45.90951,2085449103185619200,298.99509,45.90951,134.02,5546,9,4.22,0.02,0.27,0.02,0.01,0.01,4.49,0.02,1.0,0.02,,,,,,0.18,0.006,134.15,-4.9315,0.0138,1.04,0.01,8.17,0.36,DR7,Simbad,298.9951244,45.9094992,K01411,0.14,-5.146,18.0,38.831,10.0961,1.0,ok,,1,Simbad,298.99512,45.9095
0.048576,281.91567,42.77552,2104840051589382144,281.91567,42.77552,155.29,6206,10,4.22,0.02,-0.21,0.03,0.03,0.01,3.99,0.01,2.0,0.01,7175184,8.1,1.77,71.3,5.6,,,,,,1.08,0.02,4.06,0.23,DR7,Simbad,281.915655,42.7755122,K00369,0.14,-5.12,11.6,14.271,9.9251,1.0,ok,8.21,3,Simbad,281.91565,42.77551
0.078354,292.61508,42.76425,2125750013970612224,292.61508,42.76425,305.92,5697,4,4.37,0.01,-0.1,0.01,0.04,0.01,4.74,0.01,0.9,0.007,7202957,14.27,1.18,2036.5,69.7,,,,,,0.92,0.03,8.05,1.29,DR7,Simbad,292.6151094,42.7642528,K02687,0.248,-4.647,51.8,14.755,9.1953,1.0,ok,14.44,3,Simbad,292.61511,42.76425
0.027380,295.57417,42.80644,2077989977639092224,295.57417,42.80644,114.92,5420,10,4.52,0.02,0.07,0.03,-0.02,0.01,5.24,0.02,0.6,0.006,7295235,20.32,1.67,1366.7,40.8,,,,,,0.94,0.03,3.62,1.1,DR7,Simbad,295.5741789,42.8064361,K00987,0.237,-4.734,9.5,24.885,9.3294,1.0,ok,20.36,3,Simbad,295.57418,42.80644
0.048038,295.87229,42.88114,2077250006313598976,295.87229,42.88114,118.38,5698,11,4.08,0.02,0.15,0.03,0.02,0.01,3.8,0.0,2.0,0.009,7296438,25.89,2.12,150.9,3.1,,,,,,1.18,0.03,6.17,0.59,DR7,Simbad,295.8723064,42.8811342,K00364,0.146,-5.097,45.3,30.467,9.8993,1.0,ok,,0,Simbad,295.87231,42.88113
0.076175,297.46533,42.88284,2078519942243680256,297.46533,42.88284,60.42,5921,22,4.46,0.05,-0.12,0.05,0.01,0.02,4.53,0.02,1.0,0.02,7303287,8.6,0.62,5019.6,225.0,,,,,,1.0,0.05,4.25,0.91,DR7,Simbad,297.4653067,42.8828525,K01353,0.248,-4.609,8.5,9.368,9.193,1.0,ok,8.85,3,Simbad,297.46531,42.88285
0.153653,292.23492,42.90947,2125809937354326016,292.23492,42.90947,111.26,5788,11,4.31,0.03,-0.47,0.03,0.11,0.01,4.88,0.01,0.9,0.008,7364176,18.23,3.64,26.6,3.1,,,,,,0.86,0.03,8.96,0.52,DR7,Simbad,292.2349089,42.9094281,K00373,0.142,-5.131,10.2,35.092,9.9412,1.0,ok,,1,Simbad,292.23491,42.90943
0.316488,285.43923,43.16842,2105740001856716800,285.43923,43.16842,92.16,5235,13,4.62,0.02,0.08,0.04,0.05,0.01,5.77,0.02,0.4,0.006,7509886,13.71,1.02,7144.9,250.1,,,,,,0.88,0.03,0.13,0.09,DR7,Simbad,285.4391419,43.16848,K00678,0.474,-4.442,7.4,12.017,8.7744,1.0,ok,13.79,3,Simbad,285.43914,43.16848
0.074989,292.78461,43.21598,2125880031220596736,292.78461,43.21598,54.53,5594,21,4.43,0.04,0.21,0.05,-0.05,0.02,4.81,0.02,0.9,0.01,7610663,10.32,0.8,5000.9,203.4,,,,,,1.02,0.05,3.94,1.25,DR7,Simbad,292.7845828,43.2159864,K04160,0.297,-4.534,9.6,10.921,9.0121,1.0,ok,10.43,3,Simbad,292.78458,43.21599
0.039448,287.34573,43.37839,2105620017650335744,287.34573,43.37839,122.66,6339,13,4.11,0.03,-0.18,0.03,0.05,0.02,3.47,0.02,3.0,0.04,7670943,5.14,0.41,13.0,2.6,,,,,,1.24,0.03,2.77,0.29,DR7,Simbad,287.345745,43.3783911,K00269,0.138,-5.129,11.8,10.145,9.9373,1.0,ok,6.11,2,Simbad,287.34574,43.37839
0.046851,288.37024,43.35461,2102949991101235200,288.37024,43.35461,85.8,6123,18,4.23,0.04,-0.2,0.05,0.04,0.02,4.21,0.02,2.0,0.02,7673192,9.1,1.02,259.2,15.2,,,,,,1.06,0.05,3.54,0.71,DR7,Simbad,288.3702228,43.3546064,K02722,0.153,-5.013,11.4,14.761,9.7684,1.0,ok,9.13,2,Simbad,288.37022,43.35461
0.048790,290.87229,43.333,2126059938810691584,290.87229,43.333,115.89,6141,12,4.07,0.03,-0.24,0.03,0.08,0.02,3.6,0.01,3.0,0.03,7679812,9.03,0.73,84.4,6.7,,,,,,1.16,0.05,4.5,0.53,DR7,Simbad,290.8722828,43.3329875,K03943,0.128,-5.246,10.7,16.643,10.0896,0.0,bad_seeing,,1,Simbad,290.87228,43.33299
0.043833,294.86618,48.63898,2128776801985730048,294.86618,48.63898,129.09,5932,11,4.19,0.02,-0.18,0.03,0.06,0.02,3.9,0.02,2.0,0.04,,,,,,0.186,0.005,129.2,-4.8489,0.0121,1.06,0.01,6.84,0.4,DR7,Simbad,294.8661761,48.6389919,K02977,0.131,-5.221,10.9,26.264,9.9913,1.0,ok,20.0,2,Simbad,294.86618,48.63899
0.075962,295.43915,43.67631,2078100066240823296,295.43915,43.67631,52.28,6293,29,4.14,0.06,-0.08,0.07,-0.02,0.03,3.38,0.11,3.0,0.03,7902003,5.24,0.39,33.8,5.4,,,,,,1.28,0.06,2.59,0.49,DR7,Simbad,295.4391222,43.6763036,K03236,0.126,-5.278,8.8,12.012,10.1272,0.0,bad_seeing,5.31,3,Simbad,295.43912,43.6763
0.178924,280.24945,43.91506,2117150046335008768,280.24945,43.91506,226.56,6124,6,4.32,0.01,-0.17,0.02,0.08,0.01,3.9,0.01,2.0,0.02,8073705,22.39,1.8,97.4,4.4,,,,,,1.1,0.03,4.77,0.06,DR7,Simbad,280.2494689,43.9151078,K03245,0.14,-5.122,9.2,18.596,9.9275,0.0,bad_seeing,22.33,3,Simbad,280.24947,43.91511
0.034034,291.02858,43.91367,2126099933546151936,291.02858,43.91367,50.95,5500,26,4.45,0.05,-0.09,0.06,0.03,0.02,5.18,0.02,0.6,0.01,8095441,21.34,2.52,402.1,14.6,,,,,,0.9,0.06,6.35,2.19,DR7,Simbad,291.0285814,43.9136794,K02743,0.192,-4.868,8.6,29.646,9.5369,1.0,ok,25.33,3,Simbad,291.02858,43.91368
0.149634,298.40298,45.29723,2079403880876910464,298.40298,45.29723,194.17,5983,7,4.35,0.01,0.04,0.02,0.01,0.01,4.32,0.02,1.0,0.02,,,,,,0.178,0.004,193.59,-4.9184,0.0095,1.1,0.01,3.02,0.24,DR7,Simbad,298.4029233,45.2972183,K03227,0.111,-5.539,9.0,0.0,10.3724,0.0,bad_seeing,,0,Simbad,298.40292,45.29722
0.026305,291.87133,44.08739,2126159994368819200,291.87133,44.08739,52.68,5892,29,4.34,0.06,-0.16,0.07,0.04,0.03,4.63,0.04,1.0,0.02,8165946,17.83,2.78,195.4,10.0,,,,,,0.98,0.07,4.96,1.44,DR7,Simbad,291.8713356,44.0873839,K02105,0.16,-4.99,10.4,23.565,9.7315,1.0,ok,16.53,2,Simbad,291.87134,44.08738
0.034950,281.83533,44.15592,2105290026723049472,281.83533,44.15592,331.74,6137,4,4.19,0.01,0.07,0.01,0.03,0.01,3.54,0.01,3.0,0.02,8212002,8.59,0.75,106.5,6.7,,,,,,1.26,0.03,3.31,0.04,DR7,Simbad,281.8353422,44.1559242,K02593,0.112,-5.527,9.3,0.0,10.3634,0.0,bad_seeing,8.76,3,Simbad,281.83534,44.15592
0.821762,294.45386,44.14597,2078330001609981952,294.45386,44.14597,95.1,5709,13,4.38,0.03,0.04,0.03,0.01,0.01,4.72,0.02,1.0,0.009,8240797,19.53,2.95,339.5,12.0,,,,,,1.0,0.03,4.94,0.4,DR7,Simbad,294.4536908,44.1457767,K01809,0.172,-4.934,28.7,27.155,9.6438,1.0,ok,21.39,3,Simbad,294.45369,44.14578
0.082935,281.95569,44.26153,2105389944842223616,281.95569,44.26153,93.49,6147,15,4.07,0.03,0.05,0.04,0.01,0.02,3.03,0.02,5.0,0.09,8278685,9.99,0.73,47.1,6.5,,,,,,1.28,0.08,4.25,0.05,DR7,Simbad,281.9557114,44.2615128,K04435,0.121,-5.35,11.0,14.701,10.2058,1.0,ok,10.37,2,Simbad,281.95571,44.26151
0.030271,291.53921,44.44706,2126189956060676096,291.53921,44.44706,62.0,6157,25,4.18,0.05,0.1,0.06,0.04,0.02,3.65,0.06,3.0,0.06,8430053,24.5,1.79,295.6,7.9,,,,,,1.26,0.05,3.02,0.32,DR7,Simbad,291.5392056,44.4470522,K04603,0.136,-5.137,9.1,12.183,9.949,1.0,ok,,1,Simbad,291.53921,44.44705
0.063106,296.29058,44.42325,2079699993098190848,296.29058,44.42325,213.69,6210,6,4.36,0.01,-0.14,0.02,0.0,0.01,4.18,0.02,2.0,0.01,8443527,7.05,0.73,788.4,40.0,,,,,,1.1,0.03,1.55,0.07,DR7,Simbad,296.2905556,44.4232519,K03197,0.178,-4.849,10.3,9.701,9.5064,1.0,ok,7.23,3,Simbad,296.29056,44.42325
0.031089,292.92912,48.60281,2128925579652377472,292.92912,48.60281,101.63,5980,14,4.25,0.03,-0.16,0.04,0.06,0.02,4.13,0.08,2.0,0.03,,,,,,0.167,0.006,101.44,-5.0412,0.0159,1.06,0.02,6.49,0.55,DR7,Simbad,292.9291325,48.6028125,K00124,0.134,-5.198,10.3,26.311,10.0307,1.0,ok,,1,Simbad,292.92913,48.60281
0.025436,284.05962,44.51817,2106670051254861824,284.05962,44.51817,408.87,5384,3,4.51,0.01,-0.25,0.01,0.05,0.0,5.45,0.0,0.5,0.005,8478994,23.54,3.84,355.7,9.9,,,,,,0.84,0.03,5.86,0.14,DR7,Simbad,284.059615,44.5181639,K00245,0.206,-4.86,47.2,35.186,9.5248,1.0,ok,,0,Simbad,284.05961,44.51816
0.011186,291.65317,44.68828,2126569974767026176,291.65317,44.68828,69.59,5867,20,4.33,0.04,0.12,0.05,-0.01,0.02,4.36,0.01,1.0,0.01,8559644,16.22,2.19,219.5,10.5,,,,,,1.1,0.04,3.8,0.72,DR7,Simbad,291.6531697,44.6882769,K00139,0.15,-5.055,19.4,24.609,9.8314,0.0,bad_seeing,17.14,2,Simbad,291.65317,44.68828
0.058444,298.57687,44.62161,2079099934627332096,298.57687,44.62161,136.61,5914,11,4.31,0.02,-0.11,0.03,0.03,0.01,4.39,0.02,1.0,0.01,8581240,20.87,3.41,121.7,5.7,,,,,,1.02,0.01,5.52,0.19,DR7,Simbad,298.5768483,44.621615,K03111,0.134,-5.193,10.6,28.194,10.0243,1.0,ok,17.39,2,Simbad,298.57685,44.62161
